"machine_id";"serial_number";"model";"capability";"no_of_modules";"software_version";"workstation";"ownership";"type_of_purchase"
1300;110024072;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1301;110024073;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1302;110024245;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1303;110024246;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1304;110024247;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1305;110024248;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1306;110024249;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1307;110024270;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"Purchase";"COMMERCIAL"
1308;110024552;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"CONSORTIUM"
1309;110024553;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"CONSORTIUM"
1310;110024615;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1311;110025111;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1312;110025127;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1313;110025128;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1314;110025132;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1315;110025133;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1316;110025134;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1317;110025135;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1318;110025138;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1319;110025174;"GXIV-2-D-10C";"10C";2;0.0;"Desktop";"";"MACARE-HBDC"
1320;110025428;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1321;110025429;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1322;110025430;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1323;110025431;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1324;110025432;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1325;110025433;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1326;110025434;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1327;110025435;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1328;110025437;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"SWIFT TB PROGRAM - USAID DONATION"
1329;110025567;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"Purchase";"COMMERCIAL"
1330;110025706;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1331;110025742;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1332;110026448;"GXXVI-16-D-10C";"10C";16;6.5;"Desktop";"Purchase";"COMMERCIAL"
1333;110026461;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1334;110026463;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1335;110026464;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1336;110026465;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1337;110026513;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1338;110026514;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1339;110026767;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1340;110026840;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1341;110026843;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1342;110027030;"GXXVI-16-D-10C";"10C";16;6.5;"Desktop";"";"MACARE-HBDC"
1343;110027240;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"COMMERCIAL"
1344;110027247;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1345;110027248;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1346;110027249;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1347;110027386;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1348;120000022;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"DONATION"
1349;120000127;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"SHELL"
1350;120000128;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"SHELL"
1351;120000133;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"SHELL"
1352;120000140;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"SHELL"
1353;120000141;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"SHELL"
1354;120000143;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"SHELL"
1355;120000146;"GXIV-4-D-10C";"10C";4;6.4;"Desktop";"";"SHELL"
1356;120000147;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"SHELL"
1357;120000170;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1358;120000171;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1359;120000172;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1360;120000173;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1361;120000175;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1362;120000177;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1363;120000178;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1364;120000179;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1365;120000180;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1366;120000182;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1367;120000475;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1368;120000476;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1369;120000478;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1370;120000480;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1371;120000482;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1372;120000483;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1373;120000484;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1374;120000486;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1375;120000488;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1376;120000489;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1377;120000490;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1378;120000493;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1379;120000494;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1380;120000495;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1381;120000498;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1382;120000499;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1383;120000500;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1384;120000501;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1385;120000503;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1386;120000504;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1387;120000537;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1388;120000555;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1389;120000577;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1390;120000590;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1391;120000591;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1392;120000593;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1393;120000598;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1394;120000604;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1395;120000605;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1396;120000606;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1397;120000608;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1398;120000609;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1399;120000612;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1400;120000613;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1401;120000719;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1402;120000720;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1403;120000724;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1404;120000726;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1405;120000727;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1406;120000731;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1407;120000732;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1408;120000737;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1409;120000738;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"PBSP"
1410;120000741;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"PBSP"
1411;120002026;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"CONSORTIUM"
1412;120002383;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"Tie-up";"COMMERCIAL"
1413;120002441;"GXIV-4-L-10C";"10C";4;0.0;"Laptop";"";"MACARE-HBDC"
1414;120002716;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"Purchase";"COMMERCIAL"
1415;120002889;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"Purchase";"COMMERCIAL"
1416;120002891;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1417;120003480;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1418;120003504;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1419;120003510;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1420;120003581;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1421;120003582;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1422;120003587;"GXIV-4-D-10C";"10C";4;0.0;"Desktop";"";"MACARE-HBDC"
1423;120006949;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
1424;120007067;"GXIV-4-D-10C";"10C";4;6.5;"Desktop";"";"MACARE-HBDC"
